N,P,K,temperature,humidity,ph,rainfall,label
22.6,27.2,27.5,31.63,56.1,7.44,93.6,Mango
24.7,124.7,209.7,11.62,85.93,5.95,125.7,Apple
51.7,72.4,47.1,30.42,86.37,6.04,147.42,Papaya
48.0,72.7,89.8,29.31,35.15,6.23,88.2,Chickpea
123.1,41.3,15.5,23.05,71.55,6.86,90.14,Wheat
47.1,62.3,22.8,29.07,73.68,7.66,70.76,Blackgram
13.7,46.5,73.8,25.34,75.66,7.17,65.2,Groundnut
23.9,70.1,24.3,30.55,43.59,7.35,159.22,Pigeonpeas
68.4,63.3,52.5,22.52,88.11,6.09,289.75,Rice
113.9,27.8,49.7,22.4,80.11,6.4,224.81,Sugarcane
15.9,127.5,192.5,10.28,89.41,5.52,157.98,Apple
89.4,60.9,29.3,14.8,69.39,6.07,102.13,Wheat
136.4,43.1,25.6,25.1,57.3,6.12,99.85,Cotton
34.4,33.6,47.9,31.5,67.37,5.67,65.46,Mango
5.5,5.3,53.8,19.85,85.97,6.47,36.28,Pomegranate
41.3,78.3,16.0,32.78,55.57,7.87,71.87,Blackgram
71.3,37.1,44.0,36.91,91.68,5.76,233.04,Jute
124.7,51.0,46.9,29.31,85.44,5.68,95.69,Banana
99.7,20.9,40.5,24.25,75.37,5.87,177.99,Sugarcane
26.6,66.2,34.7,31.81,35.17,6.85,173.37,Pigeonpeas
23.3,52.2,29.8,26.48,93.26,6.36,48.12,Mungbean
18.1,51.8,15.5,31.5,42.96,3.97,65.16,Mothbeans
19.0,9.4,6.2,23.96,93.09,7.32,119.41,Orange
28.8,23.7,49.7,27.87,85.22,5.63,188.3,Coconut
9.7,12.8,45.6,33.9,92.63,7.41,67.82,Pomegranate
29.2,127.5,208.3,19.31,82.75,6.98,147.91,Apple
21.8,55.6,19.2,27.44,45.76,4.74,52.82,Mothbeans
59.9,73.1,85.0,20.44,45.43,7.33,91.84,Chickpea
129.8,58.3,26.7,26.52,66.14,7.23,90.69,Cotton
27.6,75.5,23.6,20.19,34.53,6.06,163.49,Pigeonpeas
16.6,14.7,14.2,20.28,87.45,7.5,127.09,Orange
46.4,77.9,80.2,24.66,22.47,6.28,55.43,Chickpea
15.5,15.1,40.1,18.58,92.78,7.44,55.26,Pomegranate
92.4,61.4,35.5,25.89,81.64,6.9,276.27,Rice
94.2,62.5,26.2,18.41,57.74,7.21,82.83,Wheat
34.6,116.7,213.1,13.9,84.65,6.72,88.02,Grapes
59.0,55.2,47.7,29.89,94.15,7.01,135.92,Papaya
88.5,31.3,42.0,29.11,92.45,5.69,209.4,Sugarcane
112.9,55.3,25.4,29.55,59.38,6.89,69.56,Cotton
37.6,70.2,80.5,27.54,49.41,6.17,55.06,Chickpea
31.5,73.4,15.8,29.08,59.43,7.26,59.9,Blackgram
128.4,64.1,24.1,21.49,50.35,6.8,81.84,Wheat
126.4,51.2,55.7,32.09,82.13,6.24,139.21,Banana
92.9,37.2,49.3,25.71,66.25,6.86,80.67,Maize
119.1,39.6,36.9,21.73,84.8,5.95,144.03,Coffee
34.0,121.4,213.7,33.93,71.92,6.96,67.19,Grapes
28.1,80.2,27.7,27.4,45.72,6.46,36.08,Lentil
17.6,137.6,203.2,30.54,87.0,6.56,78.3,Grapes
18.9,67.0,18.1,22.57,54.43,6.19,35.25,Lentil
95.1,46.3,18.4,15.07,58.2,6.01,102.29,Wheat
31.5,52.9,21.2,26.11,50.6,4.82,60.73,Mothbeans
33.4,5.9,42.5,26.31,74.31,5.1,159.95,Coconut
22.5,82.1,29.5,27.73,41.22,6.78,144.42,Pigeonpeas
124.4,23.1,34.5,27.67,71.22,5.91,155.59,Coffee
73.7,46.3,46.8,26.99,79.64,5.66,170.23,Jute
88.6,42.2,42.9,25.37,81.0,5.97,270.22,Rice
85.0,39.7,28.0,32.61,92.93,5.61,249.64,Sugarcane
70.8,59.2,45.8,23.87,83.71,6.6,212.21,Rice
5.5,19.4,43.4,20.94,90.24,7.17,48.6,Pomegranate
28.1,62.8,22.4,32.71,85.81,6.96,35.97,Mungbean
24.0,72.0,23.9,27.14,34.44,6.58,36.63,Lentil
15.9,8.2,46.2,35.96,94.09,6.26,37.16,Pomegranate
20.6,53.9,21.3,24.52,46.57,5.4,44.31,Mothbeans
25.1,73.0,22.4,20.12,45.22,7.03,58.54,Lentil
87.3,55.9,29.1,21.51,54.25,6.12,110.96,Wheat
25.2,36.3,78.5,32.4,59.4,7.07,74.25,Groundnut
33.4,23.6,51.4,29.48,71.01,6.92,86.77,Mango
17.5,10.2,11.3,21.89,90.33,6.32,117.87,Orange
15.3,81.9,28.1,35.27,60.67,6.92,163.13,Pigeonpeas
120.8,61.1,16.6,28.98,60.4,6.55,65.5,Cotton
20.5,11.4,36.0,26.18,73.73,5.55,121.98,Coconut
29.3,34.1,32.7,29.05,71.74,6.39,81.88,Mango
45.7,69.7,25.8,29.29,72.02,7.99,66.34,Blackgram
20.8,5.7,48.1,32.49,88.17,6.13,127.98,Coconut
55.0,55.8,50.6,29.99,92.41,6.13,136.75,Papaya
33.7,74.0,25.8,34.32,59.45,7.89,64.73,Blackgram
14.2,12.1,49.5,28.2,83.49,7.03,40.08,Pomegranate
45.8,69.6,57.6,33.69,83.05,7.22,173.6,Papaya
110.7,34.5,20.9,34.25,74.12,7.28,165.71,Sugarcane
60.3,76.3,51.0,29.04,94.84,6.01,149.1,Papaya
18.6,17.2,42.7,34.79,70.04,5.05,201.31,Coconut
11.0,64.9,70.1,26.81,73.57,5.68,92.21,Groundnut
17.9,147.1,213.5,22.0,79.12,6.4,65.83,Grapes
27.3,25.9,33.4,34.85,71.21,5.92,77.65,Mango
37.5,35.2,37.4,34.74,71.1,7.02,108.43,Mango
41.6,75.0,76.8,26.19,34.72,6.31,70.09,Chickpea
105.6,64.7,71.6,29.76,84.08,6.13,132.95,Banana
53.0,70.9,48.7,35.64,89.86,6.26,164.5,Papaya
19.7,83.3,31.1,25.49,30.45,6.12,129.52,Pigeonpeas
17.0,61.6,22.7,28.1,86.06,6.09,58.71,Mungbean
17.3,82.3,20.2,22.31,52.57,6.62,123.15,Pigeonpeas
24.1,134.1,190.2,24.86,89.04,6.76,60.49,Grapes
13.8,10.6,42.6,28.59,80.51,6.9,55.18,Pomegranate
60.2,49.9,45.7,36.31,77.62,6.62,240.35,Jute
60.6,51.0,40.5,27.79,86.07,6.55,195.15,Rice
64.6,59.6,54.3,20.86,75.51,5.97,261.28,Rice
18.8,55.9,26.6,32.48,81.0,7.49,36.8,Mungbean
118.0,55.0,26.3,26.78,51.38,6.21,78.7,Cotton
22.6,116.1,197.7,8.17,87.4,5.6,67.7,Grapes
125.6,53.8,17.9,21.99,62.46,7.07,85.62,Wheat
36.1,81.4,88.4,19.09,39.16,6.83,70.68,Chickpea
50.6,57.0,60.9,34.46,84.91,6.76,136.57,Papaya
17.4,65.9,19.4,29.34,34.75,7.27,44.26,Lentil
52.5,61.6,52.6,32.59,89.57,6.73,159.42,Papaya
27.7,53.1,79.7,30.1,70.29,5.84,98.51,Groundnut
28.8,42.6,28.4,27.31,93.0,6.31,42.37,Mungbean
13.5,81.9,15.2,29.36,40.27,6.62,36.73,Lentil
78.5,59.2,43.1,22.75,75.41,6.99,94.7,Maize
83.9,35.5,37.9,20.9,58.59,6.36,96.89,Maize
18.9,20.0,47.6,26.83,87.1,7.25,60.02,Pomegranate
29.4,12.9,9.0,26.98,93.32,6.78,106.69,Orange
23.3,78.1,23.6,22.26,56.41,7.73,34.58,Lentil
78.6,48.3,39.3,23.79,93.02,6.69,200.36,Rice
30.7,70.1,25.9,31.62,68.56,7.95,69.96,Blackgram
69.4,57.6,48.9,21.62,73.07,5.52,99.22,Maize
96.9,35.7,41.0,23.24,86.54,6.0,184.57,Sugarcane
28.3,53.2,25.0,30.68,54.74,4.87,62.25,Mothbeans
33.0,120.4,205.1,25.48,87.37,5.75,71.73,Grapes
34.6,125.3,194.5,23.24,78.46,6.92,60.0,Grapes
20.9,41.5,21.7,31.19,80.47,7.09,51.72,Mungbean
28.7,78.6,24.8,23.86,59.28,6.25,176.22,Pigeonpeas
12.8,62.5,23.5,19.54,34.67,7.39,52.87,Lentil
21.8,49.7,26.4,26.04,87.69,7.22,36.37,Mungbean
18.2,36.1,50.9,25.42,56.38,6.45,127.18,Mango
22.0,84.1,24.8,18.49,31.35,6.47,174.35,Pigeonpeas
85.7,52.3,41.3,27.2,65.41,6.78,89.88,Maize
67.9,73.6,47.5,25.44,86.47,7.04,179.4,Papaya
16.5,26.7,34.6,28.95,59.73,6.25,134.5,Mango
40.0,37.6,47.2,34.95,50.26,6.1,134.01,Mango
10.8,13.1,39.2,30.64,85.2,7.12,61.85,Pomegranate
85.7,69.8,50.4,26.82,79.82,5.62,141.37,Banana
25.0,147.7,215.3,14.22,81.65,5.66,101.27,Apple
28.4,7.8,5.4,26.55,86.79,6.53,127.08,Orange
68.9,46.4,46.2,32.06,81.83,6.49,221.59,Jute
97.5,27.5,34.2,27.04,55.64,5.87,162.35,Coffee
105.4,66.4,36.6,15.31,69.75,6.62,115.4,Wheat
131.9,42.5,30.4,30.55,53.88,7.29,52.21,Cotton
114.3,56.3,39.4,16.3,59.95,6.28,58.55,Wheat
108.8,56.4,73.9,32.42,81.68,6.91,117.29,Banana
141.4,62.8,28.5,28.36,59.44,6.54,70.71,Cotton
18.2,59.5,27.5,32.48,87.86,6.31,33.31,Mungbean
135.4,61.0,18.3,34.39,58.08,7.57,86.04,Cotton
82.1,59.9,47.4,26.89,86.55,6.56,185.5,Rice
11.9,45.1,61.7,31.41,66.88,5.92,89.78,Groundnut
16.4,136.6,219.8,27.51,73.85,6.06,86.29,Grapes
35.3,66.1,87.5,28.66,18.45,7.9,94.62,Chickpea
58.6,60.1,84.0,23.38,17.01,6.7,93.38,Chickpea
19.0,61.4,24.3,24.55,33.53,6.56,53.06,Lentil
29.3,147.3,192.0,14.7,93.97,6.26,101.31,Apple
110.3,75.2,64.9,34.41,87.27,6.68,96.78,Banana
106.7,69.8,17.9,28.9,45.21,7.3,72.0,Cotton
86.2,49.1,38.4,28.17,65.77,7.26,103.65,Maize
25.5,74.3,22.9,20.79,58.8,7.13,146.91,Pigeonpeas
55.8,56.3,54.4,31.82,86.62,6.4,170.16,Papaya
16.4,127.4,217.3,23.53,81.5,6.29,143.61,Apple
18.0,21.1,47.6,31.03,64.79,7.0,94.65,Mango
16.2,11.3,35.4,35.11,83.85,6.81,65.32,Pomegranate
24.8,74.5,16.1,25.77,40.19,7.06,50.78,Lentil
25.0,76.6,29.4,26.24,43.68,7.01,175.25,Pigeonpeas
87.6,42.4,50.1,24.42,90.35,5.65,236.8,Jute
56.5,83.5,83.9,22.47,19.45,7.99,73.45,Chickpea
81.5,35.2,36.3,32.71,89.34,6.8,192.42,Jute
91.2,28.9,30.6,16.97,81.92,6.49,127.02,Coffee
24.3,59.0,25.8,25.22,63.3,3.99,30.35,Mothbeans
88.7,41.1,47.7,22.11,84.77,6.86,281.53,Rice
80.9,52.6,35.9,26.13,73.51,6.58,222.16,Jute
80.7,35.2,51.6,27.23,72.33,6.51,232.11,Jute
15.5,40.8,79.9,30.48,79.21,6.45,58.82,Groundnut
10.5,58.6,21.2,22.76,44.59,6.1,45.85,Lentil
146.0,60.8,25.9,32.28,53.99,7.79,76.85,Cotton
96.6,27.1,42.4,33.97,92.43,5.54,231.74,Sugarcane
37.5,38.4,39.3,32.64,68.17,7.02,105.43,Mango
15.8,77.5,30.2,26.25,32.81,6.6,127.84,Pigeonpeas
15.7,12.8,40.0,26.33,94.04,7.35,58.81,Pomegranate
30.9,42.1,17.5,31.48,88.54,7.3,48.93,Mungbean
18.3,44.0,19.9,27.01,42.07,3.66,61.85,Mothbeans
19.3,18.2,9.0,30.96,91.93,6.83,99.66,Orange
64.0,55.2,61.7,25.34,83.05,7.41,154.27,Papaya
17.0,16.9,51.7,29.72,63.38,6.24,107.36,Mango
73.0,54.9,38.1,21.77,59.33,7.32,80.54,Maize
27.4,53.8,71.9,30.55,57.99,6.53,78.76,Groundnut
78.5,48.7,40.8,24.88,72.46,6.59,198.72,Jute
128.1,16.4,40.5,15.93,69.1,5.79,187.32,Coffee
22.7,115.4,196.5,32.54,84.55,5.63,85.45,Grapes
98.6,34.1,43.5,18.3,83.85,6.17,151.77,Coffee
108.2,36.9,25.6,34.84,92.04,6.48,180.91,Sugarcane
31.2,132.1,208.7,33.12,77.81,5.96,62.1,Grapes
26.0,61.8,24.7,31.03,45.15,7.39,129.59,Pigeonpeas
57.0,69.9,85.1,29.96,47.2,7.88,96.43,Chickpea
30.9,109.2,212.5,8.55,81.12,6.3,92.49,Grapes
16.8,82.4,26.9,20.52,32.91,7.28,32.22,Lentil
98.8,36.3,39.5,32.36,80.08,5.85,195.91,Jute
47.5,68.6,54.9,34.56,85.35,7.37,133.22,Papaya
26.5,14.7,39.8,29.63,83.88,6.64,142.9,Coconut
22.2,19.3,10.2,23.79,84.41,7.49,109.83,Orange
113.8,27.6,29.4,18.77,66.83,5.7,126.6,Coffee
109.3,49.8,24.2,25.41,66.57,7.06,81.96,Cotton
19.2,64.8,19.7,33.69,40.94,7.33,178.35,Pigeonpeas
121.5,23.1,41.6,23.53,72.85,5.71,169.86,Sugarcane
68.2,62.5,38.8,27.31,64.52,6.57,81.56,Maize
31.4,139.7,180.8,18.68,87.08,6.64,96.86,Grapes
15.2,53.5,22.4,24.74,64.25,5.12,55.92,Mothbeans
111.5,29.0,39.8,30.61,76.75,6.71,163.72,Sugarcane
110.9,31.0,31.2,19.51,71.19,6.71,155.35,Coffee
20.7,10.2,19.3,34.29,88.65,6.03,122.55,Orange
33.4,68.7,26.0,29.91,73.28,7.21,60.85,Blackgram
28.6,51.1,18.0,31.35,83.1,6.53,56.1,Mungbean
55.8,83.7,74.7,24.31,21.36,6.44,67.26,Chickpea
49.7,74.5,20.1,27.37,76.57,7.83,73.42,Blackgram
106.9,23.7,31.4,22.72,55.73,5.96,199.01,Coffee
29.5,83.4,22.3,21.83,59.23,6.94,34.89,Lentil
12.7,57.9,77.6,29.46,56.02,6.16,55.79,Groundnut
15.9,10.1,51.4,23.55,86.15,6.65,36.66,Pomegranate
78.6,55.9,40.8,27.74,56.58,7.05,87.46,Maize
141.2,51.0,31.5,22.54,62.97,7.09,99.49,Cotton
23.4,60.1,32.0,21.46,39.81,6.54,174.96,Pigeonpeas
18.9,37.8,61.4,30.13,69.59,5.94,96.78,Groundnut
15.4,16.3,50.9,27.82,84.7,6.8,42.87,Pomegranate
97.2,36.2,49.1,29.67,83.84,7.18,231.84,Sugarcane
36.1,69.8,25.9,26.69,69.47,6.1,76.6,Blackgram
31.1,77.3,32.5,21.6,49.96,6.99,169.98,Pigeonpeas
22.5,135.9,209.4,18.69,82.84,6.34,94.25,Grapes
15.5,128.6,202.9,15.66,84.91,6.69,67.24,Grapes
115.8,43.2,15.1,26.01,54.0,6.54,56.63,Cotton
117.5,61.3,27.7,24.16,48.48,6.41,60.35,Cotton
24.7,46.8,23.5,28.3,43.66,4.71,40.1,Mothbeans
95.4,29.0,34.8,23.48,60.88,6.42,178.85,Coffee
69.0,41.0,35.5,21.96,84.5,6.77,188.74,Rice
32.6,43.4,28.8,30.88,60.03,3.88,48.99,Mothbeans
53.6,80.6,84.3,22.84,47.91,7.63,81.41,Chickpea
121.7,53.6,27.2,26.02,63.54,7.48,55.97,Cotton
31.4,130.2,196.8,12.3,89.85,6.15,61.04,Grapes
31.8,76.8,25.9,33.26,78.07,7.85,79.55,Blackgram
17.3,133.1,189.6,13.93,85.07,6.49,63.58,Grapes
30.0,62.2,34.7,18.62,40.84,7.05,171.28,Pigeonpeas
102.9,46.2,43.6,30.1,83.06,6.34,191.44,Sugarcane
40.0,67.8,28.7,25.75,75.85,7.28,76.95,Blackgram
67.4,71.3,57.1,30.84,86.28,6.85,169.61,Papaya
11.4,67.5,18.9,26.59,33.63,7.55,49.41,Lentil
112.9,55.3,70.6,34.64,82.15,5.53,140.17,Banana
121.5,29.9,21.3,27.99,74.2,6.65,232.17,Sugarcane
35.3,79.3,18.0,29.54,57.23,6.27,78.28,Blackgram
56.9,55.3,51.1,33.39,93.4,6.93,122.56,Papaya
99.7,61.1,74.0,30.6,84.51,5.89,115.26,Banana
112.9,48.2,29.1,20.23,68.62,6.07,92.45,Wheat
118.5,68.5,21.5,22.03,64.35,7.47,86.55,Cotton
94.9,67.6,58.6,31.7,85.6,5.9,147.67,Banana
49.4,59.3,29.2,27.22,72.36,6.69,70.2,Blackgram
66.8,53.9,40.5,28.09,58.69,6.86,61.89,Maize
111.2,63.6,67.9,26.81,70.47,6.55,140.39,Banana
63.2,77.5,62.5,25.2,81.81,6.4,153.27,Papaya
113.8,42.5,26.1,29.8,60.19,7.56,84.52,Cotton
42.3,71.0,85.5,17.55,47.65,6.74,57.17,Chickpea
20.0,114.3,197.9,25.8,75.44,6.67,63.2,Grapes
107.1,52.4,19.7,16.34,68.91,6.94,103.2,Wheat
22.5,58.5,68.7,25.04,60.89,5.74,76.51,Groundnut
73.3,38.7,34.2,28.67,73.58,7.29,83.2,Maize
45.4,62.5,49.6,28.8,87.28,7.2,143.53,Papaya
82.9,48.3,24.8,27.41,84.77,7.1,217.84,Sugarcane
15.7,140.7,205.2,26.94,83.95,6.47,70.45,Grapes
24.1,18.3,17.9,11.87,93.39,6.84,120.25,Orange
27.0,58.7,29.1,27.41,87.14,6.42,35.01,Mungbean
20.0,13.9,47.4,26.49,86.01,6.87,206.4,Coconut
93.0,52.7,56.0,34.47,72.93,6.58,110.46,Banana
10.6,16.4,38.2,31.47,82.49,6.38,68.88,Pomegranate
26.8,10.2,9.3,24.91,91.01,6.19,110.13,Orange
35.3,59.5,90.5,15.46,16.36,7.08,97.9,Chickpea
17.6,11.5,37.3,21.45,83.91,6.11,50.56,Pomegranate
28.9,80.1,21.5,28.17,39.02,8.0,32.53,Lentil
17.7,22.2,35.2,24.65,60.01,7.09,144.92,Mango
17.4,42.7,21.7,25.19,41.84,5.04,57.51,Mothbeans
28.1,127.4,202.6,15.95,88.01,6.3,149.28,Apple
67.6,43.1,41.8,25.24,76.84,5.88,105.7,Maize
32.7,56.4,19.7,25.71,58.08,7.05,74.3,Blackgram
70.9,44.6,45.8,21.11,79.63,6.54,264.77,Rice
24.1,64.8,23.8,26.22,54.19,3.9,32.04,Mothbeans
16.1,143.3,187.2,21.65,77.84,6.98,86.37,Grapes
37.4,75.1,92.0,21.34,34.97,7.73,81.31,Chickpea
139.9,61.4,16.6,24.0,62.79,7.27,86.98,Cotton
16.8,23.8,41.4,33.35,93.76,6.28,212.05,Coconut
61.3,47.3,44.2,27.19,79.46,6.79,85.22,Maize
106.0,58.9,57.1,31.81,83.84,5.96,131.99,Banana
73.8,45.3,47.9,30.66,74.02,5.83,233.47,Jute
17.0,144.2,194.5,17.39,85.73,6.38,151.12,Apple
34.7,147.9,212.5,8.47,77.2,5.57,92.3,Grapes
23.7,20.7,38.6,27.36,86.57,5.16,241.01,Coconut
17.6,44.6,24.6,26.2,90.07,6.2,31.21,Mungbean
61.8,57.5,38.9,30.68,93.71,5.75,245.63,Jute
98.9,36.4,25.4,25.69,75.69,5.91,164.29,Coffee
31.0,60.9,17.9,27.96,91.59,6.7,32.73,Mungbean
102.1,65.2,67.0,25.99,86.18,6.0,89.64,Banana
17.4,22.0,45.0,34.99,80.35,5.67,192.85,Coconut
36.3,72.7,20.9,27.22,58.54,6.2,57.36,Blackgram
136.1,58.8,18.0,27.35,62.16,7.72,54.33,Cotton
29.2,55.2,15.5,26.12,56.01,7.99,55.87,Lentil
117.2,60.5,16.0,23.29,64.6,6.92,56.21,Cotton
96.2,70.8,65.6,32.13,87.71,6.6,97.94,Banana
19.7,11.8,7.3,22.61,93.71,6.44,104.55,Orange
83.8,65.9,36.4,19.38,62.68,6.69,88.8,Wheat
66.8,78.1,63.1,35.53,88.86,7.14,140.46,Papaya
22.3,20.8,42.6,33.19,51.32,5.56,77.8,Mango
15.5,36.9,68.6,28.89,68.17,5.75,85.49,Groundnut
128.5,75.8,51.3,31.49,86.24,6.15,123.82,Banana
17.3,16.0,43.5,25.09,81.07,6.48,59.62,Pomegranate
108.7,44.8,26.2,34.46,50.8,6.81,59.22,Cotton
31.5,17.1,26.7,30.22,55.15,7.22,96.98,Mango
67.7,44.8,52.3,27.74,80.58,6.46,227.96,Rice
23.2,6.6,40.0,27.45,83.68,6.24,192.48,Coconut
112.8,78.5,54.7,32.32,88.36,6.94,119.84,Banana
26.3,109.7,197.5,15.15,88.26,6.58,80.38,Grapes
43.8,68.4,60.5,30.3,88.77,6.21,135.62,Papaya
104.5,22.7,27.0,24.84,83.16,5.5,241.79,Sugarcane
127.5,68.6,24.2,31.21,55.96,6.58,84.64,Cotton
29.7,30.6,36.8,27.16,64.96,6.35,99.61,Mango
41.9,70.8,18.0,27.17,65.12,6.65,60.64,Blackgram
18.2,62.4,70.4,29.45,72.76,7.01,56.85,Groundnut
92.1,46.2,52.1,29.81,72.97,6.25,215.34,Jute
36.1,42.3,25.6,32.13,61.37,7.07,69.99,Mango
96.7,57.5,18.5,16.2,74.19,7.05,77.44,Wheat
30.6,80.9,15.2,18.24,58.24,7.24,157.05,Pigeonpeas
80.0,40.4,53.3,26.96,80.97,6.46,253.08,Rice
24.5,51.7,20.4,30.42,83.96,6.89,46.84,Mungbean
34.1,13.6,48.0,33.58,78.37,5.53,132.78,Coconut
96.9,60.8,31.2,22.22,71.31,7.29,76.6,Wheat
96.8,63.0,18.3,16.52,54.06,7.25,103.98,Wheat
27.4,126.6,195.5,19.94,88.39,6.76,148.99,Apple
96.5,33.4,32.8,19.92,62.89,6.13,139.16,Coffee
21.3,148.3,190.3,13.71,84.24,6.1,111.69,Apple
98.8,60.8,35.2,25.77,88.63,6.31,212.02,Rice
28.5,11.2,5.2,13.83,85.62,7.63,122.8,Orange
35.6,66.5,76.6,25.61,27.27,7.61,94.79,Chickpea
59.5,75.7,92.6,29.64,38.24,6.29,72.25,Chickpea
97.5,63.9,27.9,29.99,66.97,5.99,96.26,Maize
21.1,59.1,18.8,33.05,88.79,6.94,50.1,Mungbean
83.0,28.4,24.1,24.59,92.12,6.55,213.08,Sugarcane
90.8,35.2,38.8,29.15,65.17,7.37,112.7,Maize
104.2,47.1,29.3,18.9,74.82,6.44,118.46,Wheat
51.3,71.8,90.9,20.64,33.16,7.85,69.13,Chickpea
125.1,67.1,18.6,32.46,69.54,7.91,53.45,Cotton
82.9,39.5,33.2,24.24,57.91,5.91,94.99,Maize
16.9,7.9,47.1,23.62,84.86,6.52,30.94,Pomegranate
87.2,63.5,34.3,27.16,69.35,6.56,83.88,Maize
12.2,68.7,15.1,27.64,42.01,7.71,40.64,Lentil
19.4,68.8,20.0,26.13,51.12,6.51,52.43,Lentil
49.8,68.0,18.0,28.91,77.11,6.18,76.78,Blackgram
44.0,65.1,29.1,27.36,65.13,7.56,58.66,Blackgram
103.0,50.5,20.6,29.0,53.09,7.41,64.47,Cotton
18.5,63.1,29.0,20.61,40.66,6.27,56.97,Lentil
22.1,66.3,16.5,25.68,38.28,6.74,57.71,Lentil
81.9,28.3,24.3,29.91,87.34,5.58,238.96,Sugarcane
48.0,69.3,16.5,29.05,61.52,7.37,77.9,Blackgram
127.6,41.0,24.3,17.32,73.76,7.28,56.95,Wheat
23.3,41.3,29.2,31.18,63.07,4.09,32.12,Mothbeans
22.8,48.6,20.7,27.93,58.1,5.32,33.58,Mothbeans
98.9,36.4,23.0,28.23,91.6,6.8,218.72,Sugarcane
76.3,37.7,36.4,27.83,93.68,6.7,245.67,Jute
30.8,17.1,35.6,26.8,82.74,6.1,178.51,Coconut
34.7,59.4,21.8,29.39,56.07,7.2,154.42,Pigeonpeas
135.3,48.9,27.3,23.1,48.35,6.24,65.27,Cotton
46.1,58.4,64.5,28.0,91.13,6.32,142.34,Papaya
12.5,10.9,42.5,27.84,81.62,5.95,69.01,Pomegranate
15.1,46.0,26.7,32.94,94.17,7.45,33.4,Mungbean
37.1,38.3,29.4,27.7,60.29,6.24,60.73,Mango
20.7,47.1,17.7,32.69,87.1,7.14,31.96,Mungbean
22.4,16.0,26.3,32.03,90.52,5.72,231.96,Coconut
82.7,57.7,29.4,28.27,77.43,7.15,90.92,Maize
85.1,58.8,43.4,20.51,82.63,6.99,243.49,Rice
9.2,8.9,37.0,32.34,88.81,7.03,43.21,Pomegranate
149.5,46.8,28.7,33.02,61.34,7.72,87.98,Cotton
27.1,46.1,69.3,27.28,63.78,7.46,93.72,Groundnut
16.5,11.7,13.7,10.82,84.35,6.84,98.92,Orange
32.9,108.5,217.9,18.91,76.9,6.61,98.72,Grapes
24.8,82.2,16.0,22.3,40.73,6.4,145.98,Pigeonpeas
24.4,55.6,25.2,19.72,56.26,6.75,124.88,Pigeonpeas
58.1,64.6,78.9,29.37,19.71,7.72,99.31,Chickpea
84.5,78.3,66.7,26.41,72.8,6.6,145.31,Banana
17.9,58.1,26.8,33.69,84.88,6.62,49.79,Mungbean
95.0,55.3,46.5,33.02,94.15,6.34,227.0,Jute
22.9,50.8,29.4,33.02,84.1,7.22,46.4,Mungbean
17.2,15.9,44.1,18.87,84.23,5.74,49.58,Pomegranate
16.4,6.4,37.6,31.73,82.0,7.05,65.92,Pomegranate
30.9,126.0,204.1,14.22,77.91,6.31,78.42,Grapes
18.0,146.5,217.8,12.33,91.86,6.46,114.94,Apple
29.9,105.8,194.7,31.89,89.08,6.37,60.07,Grapes
125.6,35.1,31.7,24.34,77.97,5.94,239.58,Sugarcane
28.2,6.8,45.4,33.87,92.58,6.27,120.02,Coconut
32.7,83.4,84.4,29.24,28.56,6.82,84.82,Chickpea
29.4,58.1,61.2,27.82,66.4,5.83,96.21,Groundnut
81.3,66.5,29.0,22.98,55.53,6.09,107.67,Wheat
16.0,52.9,16.8,27.51,52.19,5.03,31.45,Mothbeans
19.5,6.3,13.5,25.71,88.19,6.75,125.04,Orange
28.8,6.2,10.7,28.56,81.96,6.91,115.26,Orange
64.8,41.7,41.8,24.71,79.6,5.83,188.52,Rice
19.5,54.6,82.3,28.34,67.3,6.88,62.24,Groundnut
61.3,52.9,42.6,18.58,73.51,6.3,74.06,Maize
33.5,44.6,16.0,27.68,80.7,6.18,41.75,Mungbean
28.9,7.9,5.4,10.58,87.68,6.3,124.67,Orange
104.5,42.9,22.6,29.99,85.84,6.31,246.53,Sugarcane
82.3,49.4,39.6,27.36,79.7,6.45,193.3,Jute
108.5,75.0,46.5,25.08,85.76,6.57,148.56,Banana
97.4,52.4,35.4,19.83,63.25,6.26,110.0,Maize
99.1,62.0,50.3,34.65,91.64,5.63,139.66,Banana
129.7,72.9,49.5,33.53,86.44,6.7,83.73,Banana
6.0,19.7,41.2,21.38,90.41,6.58,43.24,Pomegranate
27.5,123.7,214.7,9.65,84.45,6.27,150.19,Apple
118.1,34.8,27.5,18.02,84.45,6.68,180.54,Coffee
104.7,62.6,34.0,17.39,73.1,6.85,94.47,Wheat
121.5,48.0,19.5,20.43,57.72,6.51,50.43,Wheat
67.6,37.9,43.6,23.39,84.34,6.59,260.8,Rice
89.4,47.1,42.2,26.84,82.19,5.59,186.94,Jute
82.0,62.7,26.8,19.82,72.9,6.27,90.97,Wheat
17.8,6.6,8.1,24.76,87.91,7.72,120.42,Orange
32.1,74.5,16.7,26.28,69.93,7.85,61.11,Blackgram
132.0,53.0,15.6,29.98,49.93,7.18,69.44,Cotton
104.8,26.2,48.0,26.3,70.07,6.84,240.69,Sugarcane
32.4,139.0,206.5,21.07,83.31,5.9,134.9,Apple
86.5,47.3,46.5,28.66,89.6,5.98,172.0,Jute
26.5,63.1,28.8,31.28,94.66,6.01,58.76,Mungbean
