temperature,humidity,moisture,soil_type,crop_type,nitrogen,phosphorous,potassium,fertilizer
29.1,87.6,41.6,Sandy,Blackgram,143.8,74.8,9.2,MOP (Muriate of Potash)
29.9,88.9,79.3,Sandy,Pomegranate,109.9,140.6,201.7,No Fertilizer Needed
31.4,52.2,40.2,Red,Orange,140.2,147.9,162.7,No Fertilizer Needed
33.0,76.5,88.0,Loamy,Banana,4.3,103.9,26.6,MOP (Muriate of Potash)
41.1,82.8,84.6,Loamy,Mothbeans,127.7,34.0,180.1,SSP (Single Super Phosphate)
27.4,80.5,38.6,Sandy,Apple,106.9,70.6,73.3,No Fertilizer Needed
32.0,93.2,12.6,Clayey,Mothbeans,132.3,86.9,102.3,No Fertilizer Needed
24.0,77.0,67.6,Black,Mungbean,101.3,74.9,175.1,No Fertilizer Needed
39.0,29.8,51.7,Loamy,Coffee,84.5,95.8,9.3,MOP (Muriate of Potash)
24.0,31.4,72.9,Black,Pigeonpeas,76.2,122.2,40.8,Balanced NPK 10-10-10
40.4,50.6,34.5,Red,Banana,138.3,53.3,130.0,No Fertilizer Needed
30.6,41.9,54.0,Red,Coffee,30.2,5.6,130.2,DAP (Diammonium Phosphate)
31.2,80.1,23.1,Black,Pigeonpeas,50.4,95.6,185.6,No Fertilizer Needed
44.7,49.8,54.0,Black,Chickpea,34.0,45.0,82.7,Urea
15.8,81.7,82.3,Black,Coconut,144.0,126.7,130.9,No Fertilizer Needed
30.8,77.5,24.3,Black,Cotton,33.4,30.9,152.8,DAP (Diammonium Phosphate)
29.7,77.9,24.5,Black,Coffee,14.4,73.7,64.4,Urea
31.1,66.3,15.7,Sandy,Orange,116.0,34.6,114.6,SSP (Single Super Phosphate)
11.4,24.3,51.1,Clayey,Orange,108.6,50.5,74.5,No Fertilizer Needed
36.5,68.2,18.0,Red,Maize,86.7,139.8,74.6,Balanced NPK 10-10-10
42.4,85.4,89.7,Black,Papaya,117.4,14.7,150.0,SSP (Single Super Phosphate)
37.5,25.8,38.7,Red,Banana,50.2,40.2,89.4,Balanced NPK 10-10-10
20.5,46.5,46.3,Sandy,Orange,100.7,94.6,70.4,No Fertilizer Needed
10.9,62.0,76.7,Loamy,Pomegranate,116.6,39.0,76.3,SSP (Single Super Phosphate)
40.5,41.1,30.7,Black,Papaya,31.3,20.1,188.6,DAP (Diammonium Phosphate)
44.6,81.8,52.4,Loamy,Sugarcane,108.7,10.5,30.5,SSP (Single Super Phosphate)
31.7,57.0,83.3,Black,Grapes,138.9,54.9,94.9,No Fertilizer Needed
40.3,99.0,69.9,Black,Jute,34.5,89.9,70.7,Urea
31.2,54.5,85.1,Red,Rice,101.5,60.1,100.7,No Fertilizer Needed
15.1,46.7,59.5,Black,Apple,118.5,82.0,177.3,No Fertilizer Needed
32.8,34.3,33.4,Sandy,Rice,73.0,20.1,8.7,SSP (Single Super Phosphate)
10.4,39.7,76.3,Sandy,Banana,73.8,70.9,11.1,MOP (Muriate of Potash)
42.8,51.5,31.9,Black,Orange,142.5,37.8,132.3,SSP (Single Super Phosphate)
39.4,44.9,21.7,Clayey,Pomegranate,45.1,68.0,14.9,MOP (Muriate of Potash)
34.3,57.5,53.8,Clayey,Groundnut,54.3,32.6,121.0,SSP (Single Super Phosphate)
17.3,35.8,44.0,Red,Pigeonpeas,83.0,133.2,219.2,No Fertilizer Needed
12.1,62.5,76.1,Sandy,Lentil,18.2,108.5,9.3,MOP (Muriate of Potash)
27.1,43.9,56.4,Red,Jute,4.1,49.4,144.3,Urea
10.8,22.3,69.7,Red,Mango,42.9,22.8,68.5,SSP (Single Super Phosphate)
39.9,33.5,89.8,Loamy,Pomegranate,47.8,64.8,32.6,Balanced NPK 10-10-10
16.8,27.3,17.0,Red,Maize,9.5,47.2,103.9,Urea
26.1,87.1,33.4,Clayey,Coffee,56.5,93.4,61.6,Balanced NPK 10-10-10
36.9,87.7,79.7,Loamy,Maize,117.0,134.1,215.9,No Fertilizer Needed
27.4,30.6,16.9,Loamy,Mango,23.7,134.5,180.8,Urea
43.4,29.1,34.7,Clayey,Orange,79.9,69.0,134.1,Balanced NPK 10-10-10
21.4,80.0,75.5,Clayey,Mothbeans,29.8,80.4,97.7,Urea
30.3,82.7,65.8,Black,Pigeonpeas,148.9,30.7,67.3,SSP (Single Super Phosphate)
11.9,35.7,52.6,Black,Apple,82.2,107.5,9.0,MOP (Muriate of Potash)
18.4,88.3,82.6,Black,Mungbean,52.3,126.3,178.0,No Fertilizer Needed
22.1,97.4,49.6,Loamy,Rice,22.2,128.8,58.2,Urea
15.0,43.2,31.2,Loamy,Jute,11.7,74.4,65.7,Urea
44.5,99.6,29.9,Clayey,Sugarcane,47.8,46.8,118.7,Balanced NPK 10-10-10
26.5,55.9,77.2,Clayey,Grapes,138.1,94.1,124.4,No Fertilizer Needed
10.2,29.7,23.0,Sandy,Cotton,42.7,25.3,70.7,SSP (Single Super Phosphate)
38.8,60.4,15.1,Clayey,Chickpea,123.0,102.9,85.6,No Fertilizer Needed
11.8,22.4,14.0,Black,Rice,44.0,87.2,92.1,No Fertilizer Needed
39.0,80.9,13.6,Red,Rice,37.7,2.8,74.1,DAP (Diammonium Phosphate)
41.5,44.3,33.1,Black,Grapes,119.0,38.8,67.6,SSP (Single Super Phosphate)
23.1,89.1,33.3,Sandy,Papaya,108.5,69.5,193.0,No Fertilizer Needed
28.9,42.0,83.3,Clayey,Rice,36.9,147.9,108.2,Urea
30.6,21.9,89.7,Sandy,Papaya,98.8,135.2,219.2,No Fertilizer Needed
12.8,73.2,14.4,Red,Mango,48.1,104.4,110.1,No Fertilizer Needed
14.5,77.5,28.0,Loamy,Pigeonpeas,83.3,48.5,13.0,MOP (Muriate of Potash)
11.9,23.8,16.4,Sandy,Blackgram,3.6,138.6,85.7,Urea
39.3,67.8,15.7,Loamy,Lentil,22.0,50.0,136.8,Urea
34.9,85.7,37.9,Red,Mungbean,86.0,16.1,152.0,SSP (Single Super Phosphate)
16.5,51.8,49.6,Sandy,Wheat,2.1,149.5,195.9,Urea
26.9,84.0,86.6,Black,Chickpea,32.3,137.6,92.2,Urea
42.0,82.1,75.4,Black,Lentil,54.6,115.7,19.1,MOP (Muriate of Potash)
43.4,49.7,45.5,Loamy,Rice,99.5,135.6,76.0,Balanced NPK 10-10-10
41.0,87.4,61.1,Loamy,Chickpea,80.3,84.6,103.8,No Fertilizer Needed
23.9,90.7,14.9,Clayey,Jute,84.7,43.0,190.6,Balanced NPK 10-10-10
24.7,80.6,70.9,Loamy,Wheat,74.4,145.6,13.7,MOP (Muriate of Potash)
24.3,23.6,59.8,Black,Sugarcane,109.5,67.9,210.8,No Fertilizer Needed
42.1,98.1,15.9,Sandy,Pomegranate,121.1,111.4,11.0,MOP (Muriate of Potash)
17.3,93.5,48.0,Sandy,Coconut,13.4,41.4,206.4,Urea
10.5,84.9,78.0,Sandy,Grapes,128.2,28.8,133.7,SSP (Single Super Phosphate)
10.1,27.6,52.9,Red,Pomegranate,70.7,24.9,182.6,SSP (Single Super Phosphate)
29.1,44.0,14.5,Black,Blackgram,69.5,3.9,160.7,SSP (Single Super Phosphate)
29.7,56.5,83.7,Red,Rice,72.9,56.7,218.5,Balanced NPK 10-10-10
11.7,98.0,55.1,Red,Wheat,17.7,58.1,76.6,Urea
43.1,40.9,51.8,Loamy,Coconut,39.0,100.6,36.5,Urea
25.9,46.5,22.0,Red,Sugarcane,76.5,62.8,32.0,Balanced NPK 10-10-10
24.0,56.9,11.1,Clayey,Mothbeans,56.9,115.7,13.3,MOP (Muriate of Potash)
16.3,62.8,30.2,Clayey,Cotton,90.3,9.2,184.8,SSP (Single Super Phosphate)
39.3,70.2,84.7,Black,Grapes,65.8,49.5,98.3,Balanced NPK 10-10-10
13.7,47.0,15.4,Clayey,Wheat,0.1,25.6,64.0,DAP (Diammonium Phosphate)
21.9,51.5,74.9,Clayey,Mothbeans,17.8,107.6,85.5,Urea
35.2,49.6,47.4,Red,Pigeonpeas,79.4,60.9,82.2,Balanced NPK 10-10-10
17.8,38.7,42.4,Red,Papaya,66.5,112.1,211.6,No Fertilizer Needed
10.1,71.1,54.3,Black,Papaya,142.4,107.2,34.5,No Fertilizer Needed
38.3,39.3,16.3,Black,Blackgram,39.1,30.3,179.4,DAP (Diammonium Phosphate)
40.7,78.8,34.3,Sandy,Sugarcane,115.7,105.9,26.9,MOP (Muriate of Potash)
10.4,30.0,80.5,Black,Apple,27.5,37.6,157.4,DAP (Diammonium Phosphate)
44.8,44.2,77.3,Sandy,Sugarcane,133.4,9.7,58.0,SSP (Single Super Phosphate)
30.8,28.7,16.3,Black,Orange,136.9,75.8,163.9,No Fertilizer Needed
13.4,85.9,28.5,Loamy,Mango,89.6,90.1,71.8,Balanced NPK 10-10-10
16.6,81.2,16.8,Loamy,Apple,14.3,30.0,116.1,DAP (Diammonium Phosphate)
42.2,25.6,38.8,Clayey,Apple,107.8,100.4,89.6,No Fertilizer Needed
21.3,53.3,23.0,Loamy,Cotton,28.1,124.8,73.6,Urea
36.3,87.9,19.1,Sandy,Pigeonpeas,95.7,31.5,110.6,SSP (Single Super Phosphate)
25.2,85.3,43.5,Red,Grapes,67.9,0.1,189.0,SSP (Single Super Phosphate)
18.7,43.3,67.1,Red,Papaya,9.1,2.7,114.2,DAP (Diammonium Phosphate)
11.4,50.6,47.4,Sandy,Jute,5.6,33.7,209.9,DAP (Diammonium Phosphate)
15.7,56.6,44.9,Loamy,Coconut,8.9,59.7,153.5,Urea
35.3,36.1,50.1,Loamy,Mothbeans,110.7,149.0,151.1,No Fertilizer Needed
10.3,21.0,83.1,Black,Coffee,2.1,37.7,51.2,DAP (Diammonium Phosphate)
30.8,22.6,31.8,Sandy,Chickpea,78.9,53.7,133.3,Balanced NPK 10-10-10
21.0,90.0,58.1,Loamy,Wheat,66.6,50.0,131.7,Balanced NPK 10-10-10
42.0,99.2,75.6,Red,Orange,146.4,86.2,64.6,No Fertilizer Needed
25.3,65.1,89.3,Black,Apple,50.3,29.9,212.8,SSP (Single Super Phosphate)
26.6,76.6,68.2,Loamy,Pomegranate,43.1,109.2,8.3,MOP (Muriate of Potash)
25.0,74.8,16.7,Sandy,Lentil,32.0,24.3,24.5,NPK 20-20-20
21.0,45.5,72.4,Red,Sugarcane,100.1,123.9,208.1,No Fertilizer Needed
10.8,59.8,85.2,Red,Grapes,85.6,139.7,81.1,No Fertilizer Needed
22.6,46.3,80.3,Loamy,Rice,102.9,111.4,190.6,No Fertilizer Needed
32.0,99.9,22.6,Loamy,Mango,26.1,59.0,183.4,Urea
17.3,50.6,71.5,Sandy,Coconut,26.7,120.6,5.3,MOP (Muriate of Potash)
31.1,92.7,16.5,Loamy,Mango,94.8,64.7,9.0,MOP (Muriate of Potash)
34.0,71.2,65.4,Sandy,Banana,101.2,35.6,71.9,SSP (Single Super Phosphate)
24.0,95.9,60.3,Sandy,Blackgram,77.1,137.3,119.7,No Fertilizer Needed
24.4,43.9,45.7,Sandy,Coffee,71.4,140.5,215.0,No Fertilizer Needed
34.0,58.9,81.9,Black,Jute,70.7,103.8,171.5,No Fertilizer Needed
40.9,47.7,78.9,Black,Lentil,135.9,62.4,70.2,No Fertilizer Needed
24.4,53.2,10.7,Clayey,Pigeonpeas,58.0,18.2,171.5,SSP (Single Super Phosphate)
22.2,26.7,74.8,Loamy,Rice,23.0,62.8,194.9,Urea
30.7,36.7,45.9,Clayey,Groundnut,121.4,114.1,138.9,No Fertilizer Needed
11.4,62.4,76.5,Red,Orange,98.4,138.4,196.6,No Fertilizer Needed
16.8,22.4,67.3,Clayey,Maize,94.6,3.2,173.8,SSP (Single Super Phosphate)
32.9,91.5,88.3,Red,Coconut,57.3,6.9,192.6,SSP (Single Super Phosphate)
21.7,78.3,41.8,Clayey,Rice,11.2,77.4,93.3,Urea
29.2,65.1,59.5,Clayey,Pomegranate,12.8,128.7,47.9,Urea
28.7,81.1,58.9,Black,Pigeonpeas,56.5,104.4,180.8,No Fertilizer Needed
22.9,50.4,78.8,Loamy,Mothbeans,32.0,65.4,186.8,Urea
14.3,89.6,62.8,Loamy,Coconut,61.1,28.8,158.4,SSP (Single Super Phosphate)
23.7,83.8,56.4,Sandy,Mothbeans,32.1,147.0,93.7,Urea
10.4,59.7,49.7,Loamy,Maize,99.1,47.4,89.0,Balanced NPK 10-10-10
12.2,71.4,24.1,Loamy,Cotton,127.8,33.7,188.2,SSP (Single Super Phosphate)
33.1,21.5,21.8,Clayey,Blackgram,126.4,48.9,208.2,No Fertilizer Needed
14.3,41.3,25.7,Red,Chickpea,112.3,68.1,186.1,No Fertilizer Needed
13.6,72.0,30.2,Clayey,Blackgram,129.6,113.8,202.7,No Fertilizer Needed
29.6,51.7,86.4,Black,Blackgram,107.0,74.2,138.0,No Fertilizer Needed
17.6,74.2,14.1,Red,Blackgram,21.1,44.3,63.9,Urea
44.4,66.0,36.2,Black,Mango,145.4,55.2,195.3,No Fertilizer Needed
29.3,97.2,18.7,Sandy,Coffee,26.6,68.2,54.5,Urea
34.9,45.7,11.1,Loamy,Orange,87.6,22.3,43.4,SSP (Single Super Phosphate)
22.5,27.5,88.1,Black,Rice,17.6,130.0,138.2,Urea
18.3,37.4,55.7,Loamy,Pomegranate,91.7,28.5,149.1,SSP (Single Super Phosphate)
35.6,68.7,81.8,Sandy,Sugarcane,21.5,66.2,128.4,Urea
20.0,21.4,32.3,Red,Blackgram,86.1,27.9,93.0,SSP (Single Super Phosphate)
21.6,42.3,51.0,Red,Banana,149.0,78.7,207.0,No Fertilizer Needed
18.2,51.5,22.2,Clayey,Lentil,143.1,131.6,8.9,MOP (Muriate of Potash)
41.3,61.7,66.6,Black,Coconut,3.6,42.8,56.9,Urea
30.9,74.9,22.0,Red,Mothbeans,59.7,60.9,190.7,Balanced NPK 10-10-10
32.7,52.4,63.7,Sandy,Apple,59.4,65.2,200.5,Balanced NPK 10-10-10
14.1,34.3,68.0,Red,Apple,143.2,143.1,103.0,No Fertilizer Needed
23.6,48.2,66.0,Red,Banana,116.8,100.1,6.7,MOP (Muriate of Potash)
22.2,34.7,47.8,Sandy,Maize,147.2,114.4,63.9,No Fertilizer Needed
15.2,51.9,65.6,Loamy,Wheat,103.1,32.3,104.5,SSP (Single Super Phosphate)
34.5,34.2,52.3,Black,Blackgram,40.5,5.0,119.5,SSP (Single Super Phosphate)
36.5,64.0,50.8,Black,Groundnut,26.1,63.5,161.7,Urea
21.9,45.3,20.7,Red,Apple,119.8,101.0,59.2,No Fertilizer Needed
24.1,57.2,63.4,Sandy,Rice,17.3,83.6,168.1,Urea
31.4,37.8,88.3,Clayey,Lentil,95.1,78.3,27.7,MOP (Muriate of Potash)
24.9,54.8,51.2,Clayey,Rice,138.6,25.8,35.0,SSP (Single Super Phosphate)
22.9,26.0,14.7,Red,Coffee,62.2,65.3,145.8,Balanced NPK 10-10-10
38.2,90.1,36.1,Loamy,Cotton,118.9,25.0,140.8,SSP (Single Super Phosphate)
33.9,39.3,35.9,Red,Orange,126.7,49.6,215.7,No Fertilizer Needed
33.5,60.0,28.3,Loamy,Jute,77.2,139.1,58.2,Balanced NPK 10-10-10
17.1,53.1,83.6,Clayey,Mango,8.0,58.0,156.7,Urea
39.4,81.1,58.9,Black,Banana,43.5,78.7,187.0,Balanced NPK 10-10-10
44.8,70.2,62.9,Red,Mango,53.0,63.1,131.1,Balanced NPK 10-10-10
40.6,41.6,25.3,Sandy,Maize,111.3,80.0,59.1,No Fertilizer Needed
28.3,88.7,31.6,Loamy,Jute,100.4,80.0,169.5,No Fertilizer Needed
12.6,82.7,27.8,Sandy,Orange,76.1,130.8,194.4,No Fertilizer Needed
41.4,31.5,84.6,Red,Blackgram,103.5,19.6,187.7,SSP (Single Super Phosphate)
29.2,37.2,70.1,Red,Apple,137.2,90.5,209.3,No Fertilizer Needed
16.5,62.0,81.1,Clayey,Sugarcane,90.0,0.8,127.1,SSP (Single Super Phosphate)
10.8,50.2,54.7,Loamy,Rice,58.1,76.6,106.3,Balanced NPK 10-10-10
15.0,39.0,54.4,Red,Chickpea,85.9,55.9,209.5,Balanced NPK 10-10-10
38.2,33.5,84.2,Clayey,Coffee,104.9,32.9,144.7,SSP (Single Super Phosphate)
22.5,26.6,83.3,Red,Orange,117.5,72.1,49.6,No Fertilizer Needed
35.5,42.8,50.4,Black,Pigeonpeas,108.0,124.0,37.4,No Fertilizer Needed
21.4,83.5,55.1,Red,Mango,109.6,89.4,39.8,No Fertilizer Needed
15.1,99.2,45.9,Sandy,Papaya,54.8,116.7,65.2,Balanced NPK 10-10-10
15.4,91.3,78.9,Black,Maize,62.2,52.9,71.5,Balanced NPK 10-10-10
37.8,88.0,17.7,Sandy,Blackgram,40.7,30.7,15.2,SSP (Single Super Phosphate)
21.7,75.5,72.3,Sandy,Pomegranate,74.7,140.3,98.1,No Fertilizer Needed
21.8,25.9,69.6,Sandy,Banana,118.5,35.2,136.1,SSP (Single Super Phosphate)
23.4,84.6,44.5,Black,Sugarcane,58.0,109.2,170.9,No Fertilizer Needed
22.4,21.2,36.0,Red,Jute,42.2,106.3,156.9,No Fertilizer Needed
17.1,96.8,19.9,Sandy,Apple,65.5,103.5,136.9,No Fertilizer Needed
30.3,85.5,42.9,Loamy,Mungbean,97.9,108.2,99.0,No Fertilizer Needed
35.4,96.1,43.9,Sandy,Mango,102.1,10.2,50.7,SSP (Single Super Phosphate)
35.6,81.8,19.8,Loamy,Mango,92.3,146.7,91.5,No Fertilizer Needed
30.3,22.4,43.4,Sandy,Banana,113.8,45.2,176.8,No Fertilizer Needed
31.5,51.7,62.2,Clayey,Groundnut,110.1,144.5,123.4,No Fertilizer Needed
17.9,98.0,37.1,Red,Rice,62.1,77.8,160.5,Balanced NPK 10-10-10
23.6,63.3,68.6,Black,Chickpea,109.0,111.0,135.9,No Fertilizer Needed
25.7,99.5,57.9,Sandy,Mothbeans,53.8,84.8,215.2,No Fertilizer Needed
36.0,41.4,17.3,Black,Coconut,131.2,93.9,68.8,No Fertilizer Needed
13.3,64.5,13.6,Sandy,Mango,103.5,70.6,154.9,No Fertilizer Needed
24.5,42.0,12.4,Red,Mungbean,43.8,41.7,160.1,Balanced NPK 10-10-10
30.0,26.7,76.6,Loamy,Rice,2.1,93.2,13.0,MOP (Muriate of Potash)
25.6,27.1,84.6,Black,Apple,91.4,25.3,85.4,SSP (Single Super Phosphate)
42.6,99.0,28.0,Red,Sugarcane,140.0,88.9,87.4,No Fertilizer Needed
42.4,98.4,20.8,Loamy,Wheat,32.1,44.2,28.0,MOP (Muriate of Potash)
26.6,62.8,24.0,Clayey,Maize,147.1,64.1,8.2,MOP (Muriate of Potash)
16.0,69.8,33.7,Loamy,Wheat,100.3,121.9,142.1,No Fertilizer Needed
26.9,81.8,38.7,Clayey,Lentil,66.4,101.9,95.7,No Fertilizer Needed
16.6,40.9,39.6,Sandy,Pigeonpeas,85.2,125.1,25.0,MOP (Muriate of Potash)
38.3,78.5,86.6,Loamy,Banana,88.4,113.0,57.1,Balanced NPK 10-10-10
37.3,65.0,55.6,Sandy,Mothbeans,124.7,124.5,18.1,MOP (Muriate of Potash)
20.4,72.2,62.7,Red,Apple,1.5,0.7,14.6,NPK 20-20-20
34.6,64.2,24.2,Sandy,Coconut,102.9,125.2,101.9,No Fertilizer Needed
24.7,68.4,48.2,Loamy,Pigeonpeas,21.9,7.2,72.2,DAP (Diammonium Phosphate)
29.0,95.4,85.3,Clayey,Jute,72.1,95.5,201.1,No Fertilizer Needed
35.2,66.9,84.8,Clayey,Mungbean,134.0,15.2,22.2,SSP (Single Super Phosphate)
16.6,52.1,72.8,Black,Wheat,44.3,85.2,127.2,No Fertilizer Needed
14.3,39.3,56.8,Sandy,Coconut,101.0,3.0,163.8,SSP (Single Super Phosphate)
35.2,73.6,33.2,Sandy,Wheat,128.7,88.8,36.6,No Fertilizer Needed
29.5,97.6,64.2,Black,Grapes,97.7,90.4,66.0,Balanced NPK 10-10-10
27.7,97.2,54.7,Sandy,Mothbeans,114.3,126.1,107.2,No Fertilizer Needed
31.5,68.9,85.0,Sandy,Coffee,120.0,75.7,193.0,No Fertilizer Needed
26.2,93.0,18.2,Clayey,Lentil,144.3,91.2,34.0,No Fertilizer Needed
37.6,71.5,13.7,Black,Wheat,116.5,8.9,129.4,SSP (Single Super Phosphate)
33.3,66.5,28.6,Loamy,Papaya,6.3,88.7,69.5,Urea
43.3,82.4,66.6,Clayey,Cotton,114.8,86.5,39.8,No Fertilizer Needed
34.5,78.4,10.5,Black,Pomegranate,82.5,128.6,205.7,No Fertilizer Needed
31.3,74.5,51.9,Loamy,Coffee,115.4,61.0,9.0,MOP (Muriate of Potash)
31.4,51.9,35.9,Clayey,Coconut,136.0,95.9,110.5,No Fertilizer Needed
32.3,85.9,48.1,Red,Pigeonpeas,100.2,1.8,169.4,SSP (Single Super Phosphate)
32.7,70.9,28.8,Black,Wheat,75.5,82.2,216.5,No Fertilizer Needed
16.9,44.5,71.6,Loamy,Pigeonpeas,5.4,144.8,86.1,Urea
35.3,86.0,23.4,Clayey,Lentil,14.2,6.5,166.2,DAP (Diammonium Phosphate)
10.5,31.7,48.9,Clayey,Pomegranate,120.3,9.1,157.7,SSP (Single Super Phosphate)
35.3,58.1,10.1,Loamy,Chickpea,98.6,149.3,30.4,Balanced NPK 10-10-10
10.5,31.7,74.5,Red,Coffee,4.7,22.4,187.5,DAP (Diammonium Phosphate)
36.2,44.4,89.0,Black,Cotton,61.0,125.9,95.1,No Fertilizer Needed
40.4,74.4,83.4,Clayey,Cotton,51.3,63.2,212.9,Balanced NPK 10-10-10
26.7,38.3,35.6,Clayey,Sugarcane,0.9,54.6,141.0,Urea
30.7,72.6,71.7,Sandy,Banana,1.6,42.4,144.0,Urea
28.7,30.8,37.3,Red,Pomegranate,87.1,36.3,70.0,SSP (Single Super Phosphate)
28.8,40.5,20.3,Red,Jute,4.9,17.2,66.8,DAP (Diammonium Phosphate)
31.5,79.4,63.5,Loamy,Wheat,52.0,57.5,149.2,Balanced NPK 10-10-10
16.7,90.0,23.7,Red,Mango,132.3,81.3,115.7,No Fertilizer Needed
42.4,55.4,26.6,Black,Wheat,60.3,44.8,105.2,Balanced NPK 10-10-10
19.7,84.1,52.9,Red,Apple,120.9,108.6,116.2,No Fertilizer Needed
30.2,49.6,21.8,Red,Orange,126.9,125.0,98.0,No Fertilizer Needed
37.8,20.7,11.3,Black,Apple,30.2,78.0,33.7,Urea
38.9,77.9,54.4,Black,Coconut,85.7,39.2,56.8,SSP (Single Super Phosphate)
31.3,89.8,69.7,Loamy,Groundnut,91.7,80.2,6.7,MOP (Muriate of Potash)
31.0,61.4,53.6,Sandy,Jute,87.4,23.8,28.7,SSP (Single Super Phosphate)
43.9,53.4,87.6,Red,Papaya,8.4,60.9,194.7,Urea
37.7,84.3,89.8,Loamy,Orange,109.4,86.5,92.7,No Fertilizer Needed
15.3,92.2,17.1,Red,Papaya,137.0,76.6,53.5,No Fertilizer Needed
25.9,96.9,79.5,Red,Sugarcane,97.1,68.5,22.8,MOP (Muriate of Potash)
42.9,27.3,89.3,Sandy,Mothbeans,70.4,53.6,79.9,Balanced NPK 10-10-10
20.1,48.5,87.1,Black,Orange,144.1,50.5,52.9,No Fertilizer Needed
31.8,50.5,10.1,Black,Pigeonpeas,6.8,49.5,68.3,Urea
24.3,37.0,28.2,Loamy,Orange,27.6,47.0,25.9,MOP (Muriate of Potash)
30.4,39.8,81.8,Red,Cotton,149.7,143.0,143.1,No Fertilizer Needed
32.9,62.5,23.0,Sandy,Rice,114.2,137.1,200.7,No Fertilizer Needed
43.6,29.0,66.6,Black,Chickpea,68.2,40.4,70.4,Balanced NPK 10-10-10
29.8,33.1,71.0,Loamy,Blackgram,55.8,22.3,146.3,SSP (Single Super Phosphate)
18.5,65.2,67.7,Loamy,Orange,4.4,26.7,163.2,DAP (Diammonium Phosphate)
42.8,97.4,49.6,Clayey,Mungbean,121.0,29.3,21.1,SSP (Single Super Phosphate)
41.8,36.0,82.3,Clayey,Mungbean,13.0,13.5,193.4,DAP (Diammonium Phosphate)
35.2,80.1,61.6,Loamy,Banana,119.4,85.4,212.4,No Fertilizer Needed
30.7,31.3,85.1,Clayey,Groundnut,117.5,111.3,40.4,No Fertilizer Needed
36.7,52.7,48.9,Sandy,Groundnut,67.3,138.5,112.4,No Fertilizer Needed
29.9,27.4,15.2,Clayey,Coffee,52.0,34.8,84.4,SSP (Single Super Phosphate)
26.4,97.7,45.4,Black,Mango,33.5,106.3,166.9,Urea
38.5,80.4,88.3,Black,Pomegranate,123.6,39.9,139.3,SSP (Single Super Phosphate)
42.0,59.2,21.4,Clayey,Mango,85.1,104.5,98.3,No Fertilizer Needed
17.7,87.1,57.0,Sandy,Pigeonpeas,4.0,91.0,206.6,Urea
13.8,74.5,51.8,Sandy,Rice,32.7,69.2,6.4,MOP (Muriate of Potash)
22.1,60.0,82.6,Clayey,Banana,128.6,104.9,42.3,No Fertilizer Needed
32.5,20.2,50.6,Loamy,Apple,95.5,29.0,144.7,SSP (Single Super Phosphate)
44.5,47.5,58.7,Black,Groundnut,69.0,79.1,185.1,Balanced NPK 10-10-10
20.1,22.0,74.7,Red,Maize,35.9,141.8,161.7,Urea
42.6,25.0,84.2,Black,Mango,105.0,122.3,179.0,No Fertilizer Needed
43.4,76.8,28.7,Clayey,Mango,72.8,126.6,165.5,No Fertilizer Needed
12.3,97.5,10.4,Red,Orange,129.9,116.2,69.3,No Fertilizer Needed
34.8,83.7,88.3,Black,Groundnut,70.7,124.1,12.5,MOP (Muriate of Potash)
36.7,74.9,81.2,Clayey,Apple,145.7,124.8,137.4,No Fertilizer Needed
40.6,79.0,16.4,Clayey,Apple,45.8,32.5,171.6,SSP (Single Super Phosphate)
29.2,59.3,48.4,Sandy,Cotton,8.0,89.7,60.9,Urea
11.5,24.5,54.7,Loamy,Lentil,72.1,23.9,202.3,SSP (Single Super Phosphate)
16.9,52.3,14.2,Loamy,Wheat,55.8,39.5,155.5,SSP (Single Super Phosphate)
21.5,52.3,10.3,Loamy,Coconut,23.5,50.5,99.5,Urea
43.3,57.5,28.2,Red,Pigeonpeas,47.9,98.7,129.7,No Fertilizer Needed
38.9,56.8,10.4,Clayey,Chickpea,86.5,61.0,83.1,Balanced NPK 10-10-10
39.0,62.7,23.7,Loamy,Banana,132.4,32.7,79.0,SSP (Single Super Phosphate)
14.8,57.6,76.4,Sandy,Orange,92.6,126.7,121.1,No Fertilizer Needed
30.6,50.9,31.8,Red,Mothbeans,47.2,33.1,43.8,SSP (Single Super Phosphate)
21.1,38.3,21.8,Black,Maize,90.1,121.4,179.1,No Fertilizer Needed
33.4,54.8,12.4,Loamy,Sugarcane,104.5,118.7,102.0,No Fertilizer Needed
38.3,66.4,23.1,Red,Wheat,137.9,105.8,95.6,No Fertilizer Needed
21.4,41.8,80.5,Black,Coconut,148.0,72.9,204.3,No Fertilizer Needed
40.4,52.1,24.8,Red,Groundnut,98.5,86.4,60.4,Balanced NPK 10-10-10
16.3,36.8,42.2,Loamy,Papaya,124.7,79.0,32.4,No Fertilizer Needed
27.1,91.8,86.8,Black,Coconut,122.1,84.4,14.6,MOP (Muriate of Potash)
36.9,26.1,24.9,Loamy,Maize,72.8,94.1,99.3,No Fertilizer Needed
14.7,88.2,63.7,Clayey,Blackgram,126.0,64.6,163.9,No Fertilizer Needed
32.5,45.7,42.6,Clayey,Cotton,147.2,72.6,26.1,MOP (Muriate of Potash)
12.2,80.7,32.6,Black,Mothbeans,129.7,107.7,31.0,No Fertilizer Needed
19.0,46.5,11.8,Loamy,Grapes,133.6,64.0,217.9,No Fertilizer Needed
37.5,79.0,32.8,Black,Rice,128.7,25.8,206.2,SSP (Single Super Phosphate)
